,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Staphylococcus pasteuri,0.0006642225880221913,0.0003307630836645374,0.0005111324650896526,0.000572368296103811,0.0,0.0,0.000777444167847086,0.0006112562152871557,0.0004213432845253954,0.0004974267492477975,0.0012309107229742519,0.0005854543857851675,0.0006487169506918707,0.0004917353627798128,0.0005611829737085777,0.0007068702040513382,0.000685692049700674,0.0019029406776605447,0.0010293413759206171,0.0007257913212051184,0.00022464539724045593
Proteus mirabilis,0.001504268802285551,0.0007607550924284361,0.001533397395268958,0.0005203348146398282,0.0,0.0010532812871939955,0.0013216550853400464,0.00212807719396269,0.002141828363004093,0.0012746560449474812,0.0010915623392413177,0.0011258738188176297,0.002735893226830933,0.002294765026305793,0.002331067736943323,0.0031367365304778134,0.003085614223653033,0.001669246208474162,0.0021128586137317933,0.0031571922472422654,0.00029952719632060794
Polaribacter sejongensis,0.0009181900481483232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013285311062048032,0.0,0.0,0.0,0.0,0.0,0.0019363256018300281,0.0,0.0,0.0
Buttiauxella sp. 3AFRM03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010161259183237986,0.0,0.0,0.0,0.0,0.0
Stenotrophomonas acidaminiphila,0.0004493270448385412,0.0,0.0008877563867346598,0.0,0.0,0.0,0.0,0.0010413994778966356,0.0,0.0,0.0,0.0006304893385378727,0.0011564084773202912,0.0,0.0015540451579622153,0.0018113548978815543,0.002099931902208314,0.002203404995185894,0.002546265508856264,0.002141084397555099,0.0005990543926412159
Lacticaseibacillus sp. KACC 23028,0.00021489554318365013,0.0,0.00045732904771179445,0.0,0.0,0.0,0.0003628072783286401,0.0,0.0,0.0,0.0,0.0,0.00031025593293959033,0.0,0.0,0.0,0.0005571247903817976,0.00040061909003379895,0.0002979672403980734,0.0003991852266628151,0.0005803339428711778
Microbacterium sp. zg-B185,0.00031257533553985474,0.0,0.0,0.0,0.0,0.0,0.0003368924727337373,0.0004527823816941894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006428362965943819,0.0005675437108812151,0.0,0.0003991852266628151,0.0004305703447108739
Pseudomonas sp. SCB32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043014326260947997,0.0,0.0,0.0,0.0,0.0,0.0,0.0007338546579266016,0.0,0.0,0.0,0.0,0.0,0.0
Streptomyces tubbatahanensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004980606198636084,0.0,0.0,0.0,0.0,0.0005923067810664907,0.0011473825131528964,0.0013382055526896851,0.0009277671428173815,0.0009856823214447188,0.0004340040142032822,0.0007042862045772645,0.0006532121890846066,0.0006552157419513298
Legionella sp. MW5194,0.0005860787541372277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006079718621615201,0.0,0.000450757415881495,0.0,0.0,0.0,0.0,0.0003792310332339116,0.0,0.0003556885456307219
Paenibacillus borealis,0.0010549417574470096,0.0010253655593600662,0.0009684615128014471,0.0006504185182997852,0.0008290102574076848,0.0005617500198367975,0.0007515293622521832,0.0012677906687437305,0.0006320149267880931,0.0005285159210757849,0.0006270677267982038,0.0009457340078068091,0.0010153830532568411,0.001065426619356261,0.001985724368507275,0.002694942652945727,0.0015428071118265166,0.0015690914359657122,0.0010564293068658966,0.0010523974157474218,0.0017971631779236474
Streptomyces sp. KMM 9044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004527823816941894,0.0,0.0,0.0,0.0,0.0,0.000614669203474766,0.0006043508947630836,0.0,0.0010285380745510108,0.0006676984833896648,0.000541758618905588,0.0007620808872653743,0.00028080674655056993
Tetragenococcus halophilus,0.0008986540896770824,0.00079383140079489,0.0011029700562460924,0.0006504185182997852,0.0007652402376070938,0.0004915312673571978,0.001969525225212618,0.0012451515496590209,0.0012640298535761861,0.0016788152787113163,0.0007199666492868266,0.0008106291495486935,0.0005358966114411106,0.000614669203474766,0.0009928621842536375,0.00194389306114118,0.0023142106677397746,0.0027041788577281426,0.001841979304278999,0.0017418991708922841,0.0015537973309131536
Gramella sp. MT6,0.0005470068371947458,0.0,0.00045732904771179445,0.0002601674073199141,0.00044639013860413805,0.0,0.0,0.0,0.0,0.0,0.0,0.00047286700390340453,0.0,0.0,0.0,0.0,0.0,0.0004340040142032822,0.0,0.0,0.0
Blastomonas marina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011612661139281896,0.0
Cutibacterium avidum,0.0002735034185973729,0.0,0.0,0.0003902511109798711,0.0,0.0,0.000388722083923543,0.0006112562152871557,0.0,0.0004974267492477975,0.00039482042057664685,0.00031524466926893634,0.001043588138069531,0.0009424927786613078,0.0009496942631991315,0.0008394083673109641,0.0010713938276573033,0.0008012381800675979,0.0008939017211942202,0.0,0.0003556885456307219
Aliarcobacter skirrowii,0.00019535958471240923,0.0,0.0,0.0,0.0,0.0008777344059949961,0.0009329330014165032,0.0007923691679648315,0.000737350747919442,0.0006528726083877342,0.0008825397636419164,0.0,0.0006769220355045607,0.0007376030441697192,0.0008201905000356135,0.0021206106121540147,0.0005142690372755054,0.001402166815118296,0.0008939017211942202,0.0009798182836269099,0.0007675384405715578
Segatella baroniae,0.012756980881720323,0.007243711532253369,0.004600192185806874,0.00593181688689404,0.004208821306839016,0.0,0.0,0.0,0.0,0.0,0.0,0.033618592229894426,0.0006487169506918707,0.0,0.0013813734737441912,0.0018113548978815543,0.0,0.0010015477250844972,0.0,0.0,0.0
Kroppenstedtia eburnea,0.00039071916942481845,0.0003307630836645374,0.0008608546780457308,0.0003382176295158883,0.0005420451683050248,0.0004213125148775982,0.000777444167847086,0.000815008287049541,0.0008426865690507908,0.0009015859830116329,0.0005573935349317367,0.0006079718621615201,0.0005358966114411106,0.0008195589379663546,0.0010360301053081436,0.0024740457141796835,0.0009856823214447188,0.001769400980982612,0.0011106051687564554,0.0008709495854461421,0.0005054521437910258
Pseudomonas mosselii,0.0,0.0,0.0008070512606678725,0.0009626194070836821,0.0007652402376070938,0.0,0.0,0.0005659779771177368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005241725935610638
Paracoccus seriniphilus,0.0004102551278960593,0.0,0.0,0.0004943180739078368,0.0,0.0,0.0005701257230878631,0.0007018126916259936,0.0005266791056567443,0.00040415923376383546,0.0,0.0,0.0007615372899426308,0.000614669203474766,0.0011655338684716614,0.0015462785713623024,0.0010713938276573033,0.000701083407559148,0.0005688465498508673,0.0009798182836269099,0.0005616134931011399
Bdellovibrio sp. KM01,0.0,0.0,0.0,0.0,0.0,0.0,0.0004664665007082516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arachidicoccus sp. BS20,0.0005665427956659867,0.0,0.0,0.0,0.0,0.00045642189111739807,0.0003368924727337373,0.0002943085481012231,0.0,0.0,0.0,0.0007205592440432832,0.0005358966114411106,0.0005327133096781304,0.0012518697105806734,0.0010603053060770074,0.0,0.0008680080284065644,0.000677198273631985,0.0007983704533256303,0.0
Paraoerskovia sediminicola,0.00023443150165489103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033846101775228036,0.0,0.0,0.0,0.0007714035559132583,0.0005007738625422486,0.0002979672403980734,0.0005443434909038388,0.0
Tenacibaculum mesophilum,0.0016410205115842372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009907689605595143,0.0,0.0,0.0,0.0008394083673109641,0.0005999805434880897,0.0,0.0003250551713433528,0.00047176435878332695,0.0
Kaistella carnis,0.00042979108636730025,0.0,0.0,0.0003122008887838969,0.0003188500990029557,0.0,0.0,0.0,0.0,0.0,0.0,0.0007655941967959883,0.0,0.0,0.0,0.0008835877550641728,0.0006428362965943819,0.0012018572701013967,0.0006230224117414262,0.0011612661139281896,0.0
Roseateles depolymerans,0.00029303937706861384,0.0,0.0,0.0003382176295158883,0.0004145051287038424,0.0,0.000388722083923543,0.0007470909297954125,0.000491567165279628,0.00040415923376383546,0.0,0.0,0.0003948711873776604,0.0007376030441697192,0.0006043508947630836,0.0006626908162981296,0.0010285380745510108,0.0007678532558981145,0.0003792310332339116,0.0006895017551448625,0.00037440899540075993
Flavobacterium luteolum,0.002207563307250224,0.0,0.0,0.0,0.0,0.0,0.0005442109174929602,0.0005659779771177368,0.0,0.0,0.0,0.004053145747743467,0.0,0.0,0.0,0.00097194653057059,0.0018427973835705613,0.0021032502226774443,0.0013002206853734112,0.0018870574351333078,0.0
Lacticaseibacillus rhamnosus,0.00039071916942481845,0.000396915700397445,0.00207143156904754,0.0,0.0006058151881056159,0.0003862031386377983,0.0003368924727337373,0.0006791735725412841,0.004424104487516652,0.0,0.0006735171880425153,0.0,0.0005076915266284206,0.0006966250972714014,0.0014677093158532032,0.0012812022448430505,0.00141423985250764,0.0013020120426098464,0.0010564293068658966,0.0006895017551448625,0.00037440899540075993
Allofrancisella guangzhouensis,0.0008009742973208779,0.0,0.00040352563033393626,0.0006764352590317766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024769224013987856,0.0,0.0,0.0,0.0,0.0,0.0008680080284065644,0.0,0.0,0.0
Sphingobacterium sp. BN32,0.000742366421907155,0.0,0.0,0.0,0.0,0.0,0.0,0.0003169476671859326,0.0,0.0,0.0,0.00033776214564528893,0.0,0.0,0.0,0.0,0.0005999805434880897,0.0009681628009150141,0.000677198273631985,0.0009798182836269099,0.00029952719632060794
Clostridium argentinense,0.001445660926871828,0.0010584418677265198,0.002179038403803256,0.000702451999763768,0.001052205326709754,0.002071453198148191,0.0024619065315157726,0.00212807719396269,0.0011586940324448374,0.0010259426703235822,0.0017186300660395216,0.002837202023420427,0.0024538423787040325,0.003155301911170465,0.005914005184467319,0.003711068571269526,0.004799844347904717,0.007878842103998045,0.0034943430919410425,0.0031571922472422654,0.0010483451871221277
Marinilactibacillus sp. 15R,0.0,0.0,0.0002690170868892909,0.0,0.0,0.0,0.0004405516951133488,0.00033958678627064203,0.0,0.0,0.00034837095933233544,0.00027020971651623115,0.0,0.0,0.0,0.0006185114285449209,0.0008142593090195503,0.001669246208474162,0.0010564293068658966,0.0010886869818076776,0.0
Pelagovum pacificum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011486640815834247,0.0014999513587202243,0.0008680080284065644,0.0008939017211942202,0.0006895017551448625,0.00022464539724045593
Kolpuevirus coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007678532558981145,0.004469508605971101,0.0,0.0
Halorussus aquaticus,0.00042979108636730025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011999610869761793,0.0011350874217624302,0.0,0.0,0.0
Leptospira noguchii,0.0009377260066195641,0.0,0.0,0.0,0.0,0.0,0.0006737849454674746,0.0004980606198636084,0.000491567165279628,0.0,0.0005109440736874253,0.0006079718621615201,0.0005358966114411106,0.0010244486724579433,0.0010360301053081436,0.0006185114285449209,0.0005999805434880897,0.0010683175734234637,0.00043340689512447037,0.0006169226230243506,0.0
Megamonas hypermegale,0.0010354057989757687,0.0009261366342607048,0.0014526922692021705,0.0006504185182997852,0.0007971252475073893,0.0010181719109541955,0.0018917808084279093,0.002309190146640366,0.001369365674707535,0.0005906942647317595,0.0007896408411532937,0.001621258299097387,0.0007051271203172508,0.001065426619356261,0.001769884763234745,0.002783301428452144,0.008014025830876627,0.011684723459319136,0.009751655140300583,0.004463616625411478,0.0010670656368921656
Pseudomonas sivasensis,0.0,0.0,0.0,0.0003382176295158883,0.0,0.0,0.0004664665007082516,0.00047542150077889894,0.0,0.0,0.0,0.0,0.0006769220355045607,0.0,0.0005180150526540718,0.0,0.0011142495807635953,0.0007344683317286313,0.00048758275701502924,0.0008346600193858862,0.00020592494747041795
Lacipirellula limnantheis,0.0005470068371947458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005854543857851675,0.0,0.0,0.0,0.0005743320407917123,0.0,0.0,0.0,0.00047176435878332695,0.0005803339428711778
Brachyspira hampsonii,0.0009963338820332868,0.0,0.00045732904771179445,0.0,0.00047827514850443364,0.0006670781485561971,0.0006478701398725717,0.0007244518107107031,0.0005266791056567443,0.0003108917182798734,0.00032514622871017976,0.0017563631573555025,0.0005923067810664907,0.0,0.0,0.0010603053060770074,0.0007285478028069662,0.002670793933558659,0.0011376930997017347,0.0011612661139281896,0.0006177748424112538
Pseudomonas sp. DY-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047542150077889894,0.0,0.0,0.0,0.0,0.0,0.0008195589379663546,0.0009065263421446255,0.0,0.0,0.0,0.0,0.0,0.0
Microbacterium sp. zg-Y1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008743576291933909,0.0,0.0014677093158532032,0.0,0.0,0.0005675437108812151,0.0,0.0,0.0
Halorientalis marina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004527823816941894,0.0,0.0,0.0,0.00045034952752705194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thermanaerovibrio acidaminovorans,0.0,0.0,0.0,0.0,0.0,0.0003510937623979985,0.0,0.00043014326260947997,0.0,0.0,0.0,0.0,0.0005358966114411106,0.0008195589379663546,0.0008201905000356135,0.0007510495918045469,0.0,0.0,0.0,0.0,0.0002620862967805319
Variovorax sp. 38R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006565344534565747,0.0,0.0,0.0,0.0,0.0,0.0006966250972714014,0.0,0.0,0.0009428265683384268,0.0009347778767455308,0.0009751655140300585,0.0019233470011935639,0.0
Flavobacterium sediminis,0.0008986540896770824,0.0,0.0,0.0,0.0,0.0,0.0003628072783286401,0.0006791735725412841,0.0,0.00046633757741981014,0.0007896408411532937,0.0010808388660649246,0.0012410237317583613,0.0011064045662545787,0.0028490827895973946,0.0007068702040513382,0.0007285478028069662,0.0007344683317286313,0.00048758275701502924,0.0012701348121089574,0.0
Paraburkholderia caribensis,0.0005274708787235048,0.0,0.00048423075640072357,0.0,0.0,0.0,0.0008811033902266976,0.0007244518107107031,0.0009129104498050235,0.0010570318421515698,0.0007896408411532937,0.0,0.0007615372899426308,0.00090151483176299,0.0015972130790167212,0.003490171632503482,0.0012428168400824716,0.001402166815118296,0.0014898362019903672,0.0015604513405910044,0.00024336584701049394
Dyella sp. GSA-30,0.00042979108636730025,0.0,0.0,0.0,0.0,0.0,0.0,0.0002943085481012231,0.0,0.0,0.0,0.0020265728738717336,0.0,0.0,0.0,0.0,0.0004285575310629212,0.0004673889383727654,0.00048758275701502924,0.0,0.0
Lactobacillus helsingborgensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006755242912905779,0.0,0.0,0.0,0.0008394083673109641,0.0,0.0,0.0,0.0,0.0
Pantoea deleyi,0.00031257533553985474,0.0,0.0,0.0,0.0,0.0,0.0,0.00043014326260947997,0.0,0.0,0.0,0.00024769224013987856,0.0004794864418157306,0.0004917353627798128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exiguobacterium acetylicum,0.000742366421907155,0.0004630683171303524,0.0008339529693568018,0.0003642343702478797,0.0,0.0009479531584745959,0.0014253143077196577,0.001064038596981345,0.000983134330559256,0.0007150509520437089,0.0008593150330197608,0.0,0.0014384593254471916,0.0018849855573226156,0.002978586552760912,0.003225095305984231,0.0016285186180391006,0.003271722568609358,0.002031594820895955,0.0,0.0010857860866622037
Sporosarcina sp. resist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011772341924048925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neochlamydia sp. S13,0.0,0.0,0.0002690170868892909,0.0,0.0,0.0,0.0,0.0002490303099318042,0.0,0.0,0.0,0.00040531457477434676,0.0,0.0,0.00047484713159956575,0.0,0.0,0.00036723416586431564,0.0,0.0,0.0
Arthrobacter agilis,0.00021489554318365013,0.0,0.0003497222129560781,0.0,0.0,0.0,0.0004405516951133488,0.0006112562152871557,0.0006320149267880931,0.00046633757741981014,0.0004180451511988025,0.00029272719289258375,0.0004512813570030405,0.0,0.0006043508947630836,0.0006626908162981296,0.0010713938276573033,0.0011350874217624302,0.000812637928358382,0.0010161078496871657,0.0004680112442509499
Leisingera thetidis,0.00033211129401109564,0.0,0.0,0.0,0.0,0.0,0.0,0.000769730048880122,0.0,0.0,0.0,0.00027020971651623115,0.0003948711873776604,0.0005327133096781304,0.0007770225789811077,0.0006185114285449209,0.0007714035559132583,0.000701083407559148,0.0007042862045772645,0.0,0.0003556885456307219
Frateuria soli,0.0,0.0,0.0,0.0005203348146398282,0.0,0.0,0.0,0.00033958678627064203,0.0,0.0,0.0,0.0,0.0,0.0007376030441697192,0.0007338546579266016,0.0,0.0009428265683384268,0.0004673889383727654,0.0003250551713433528,0.0005080539248435829,0.0004680112442509499
Legionella adelaidensis,0.00039071916942481845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005142690372755054,0.0008012381800675979,0.0,0.0,0.00028080674655056993
Corynebacterium testudinoris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004075041435247705,0.0,0.0,0.0,0.0,0.0004512813570030405,0.0005327133096781304,0.0007338546579266016,0.0006185114285449209,0.0,0.0,0.0,0.0,0.0
Pectobacterium wasabiae,0.00023443150165489103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010132864369358668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Massilia sp. R2A-15,0.00029303937706861384,0.0,0.0,0.0,0.0,0.0,0.0004664665007082516,0.001064038596981345,0.0,0.0006217834365597468,0.0,0.0,0.0004794864418157306,0.001065426619356261,0.001640381000071227,0.0011928434693366332,0.002099931902208314,0.001635861284304679,0.000812637928358382,0.0013064243781692132,0.0002620862967805319
Bradyrhizobium sp. NP1,0.00023443150165489103,0.0,0.0,0.0,0.0,0.0,0.0,0.00036222590535535154,0.0,0.0004352484055918228,0.00032514622871017976,0.00047286700390340453,0.0007615372899426308,0.0009834707255596256,0.0012087017895261673,0.0007952289795577554,0.0009428265683384268,0.0009347778767455308,0.00048758275701502924,0.0006532121890846066,0.00044929079448091186
Sanguibacter keddieii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004794864418157306,0.0006556471503730838,0.0008633584210901194,0.0007068702040513382,0.0,0.0004340040142032822,0.000406318964179191,0.0005806330569640948,0.0
Shewanella yunxiaonensis,0.00021489554318365013,0.0,0.0,0.0,0.0,0.0,0.0003368924727337373,0.0002263911908470947,0.0,0.0005596050929037722,0.0,0.0,0.00028205084812690036,0.0,0.0005180150526540718,0.0,0.0007285478028069662,0.00036723416586431564,0.00046049482606974975,0.0,0.0
Pseudomonas sp. C27(2019),0.0,0.0003638393920309912,0.000322820504267149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000685692049700674,0.0,0.0,0.0,0.0
Heyndrickxia coagulans,0.00339925677399592,0.0013561286430246035,0.0022597435298700435,0.0009886361478156735,0.0015304804752141875,0.0008777344059949961,0.001788121586048298,0.0018337686458614671,0.0013342537343304188,0.0008704968111836457,0.0015792816823065874,0.003197481645442069,0.001805125428012162,0.004220728530526727,0.0027627469474883824,0.0040645036732951945,0.003085614223653033,0.0038392662794905726,0.002437913785075146,0.002322532227856379,0.0022090130728644837
Streptomyces sp. EAS-AB2608,0.0023443150165489107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007881116731723408,0.0,0.0,0.0,0.0,0.003042758470546741,0.0021032502226774443,0.0,0.004282168795110198,0.0
Vibrio scophthalmi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005076915266284206,0.0005327133096781304,0.0009928621842536375,0.0010603053060770074,0.0006428362965943819,0.000701083407559148,0.0005959344807961468,0.00047176435878332695,0.00018720449770037996
Polynucleobacter sp. AP-Ainpum-60-G11,0.00029303937706861384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winogradskyella forsetii,0.0020903475564227783,0.0005292209338632599,0.0005380341737785818,0.0003122008887838969,0.0003507351089032513,0.00228210945558699,0.0014512291133145605,0.0011319559542354737,0.001474701495838884,0.0018031719660232658,0.0012773601842185633,0.0010358039133122195,0.002397432209078653,0.0012703163538478497,0.0033239299211969596,0.0010603053060770074,0.00141423985250764,0.0023369446918638267,0.0012460448234828524,0.0015604513405910044,0.0004118498949408359
Acinetobacter ursingii,0.0008791181312058415,0.0,0.0,0.0,0.0,0.0,0.0,0.0007470909297954125,0.0,0.0,0.0,0.0006079718621615201,0.000846152544380701,0.0,0.0007770225789811077,0.0029158395917117702,0.0021427876553146066,0.002670793933558659,0.0018690672352242785,0.0019233470011935639,0.0
Mycolicibacter terrae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009856823214447188,0.0,0.000406318964179191,0.0007257913212051184,0.0
Kluyvera sp. CRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008781815786777512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campylobacter upsaliensis,0.00039071916942481845,0.0,0.0,0.0,0.0,0.0,0.0,0.00027166942901651366,0.0,0.0004974267492477975,0.0,0.0,0.0006769220355045607,0.0004097794689831773,0.0015540451579622153,0.000485973265285295,0.0,0.00036723416586431564,0.0,0.0,0.0
Lutibacter profundi,0.000761902380378396,0.0003638393920309912,0.0,0.0,0.0,0.0,0.0002591480559490287,0.0003169476671859326,0.0,0.0,0.0,0.0009232165314304564,0.0,0.0,0.0,0.0,0.000685692049700674,0.001535706511796229,0.0007855499974131026,0.0007257913212051184,0.0004305703447108739
Methanofollis liminatans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024336584701049394
Helicobacter cholecystus,0.0,0.0,0.000322820504267149,0.0,0.0,0.0,0.0,0.0002490303099318042,0.0,0.0,0.0,0.0,0.00028205084812690036,0.0,0.0,0.0,0.0004714132841692134,0.0005341587867117319,0.0,0.0,0.0002620862967805319
Chromohalobacter canadensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009856823214447188,0.0008680080284065644,0.0,0.0,0.0
Candidatus Liberibacter solanacearum,0.0,0.0,0.0,0.0,0.0,0.0,0.0003628072783286401,0.000384865024440061,0.0,0.0,0.0,0.0,0.0005358966114411106,0.000450757415881495,0.0013382055526896851,0.0,0.0,0.00040061909003379895,0.0002979672403980734,0.0,0.0
Bordetella sp. N,0.0008205102557921186,0.0,0.0008608546780457308,0.0,0.0004145051287038424,0.0,0.0004923813063031545,0.0009282038824730883,0.0005617910460338605,0.0006217834365597468,0.0004412698818209582,0.00031524466926893634,0.0004794864418157306,0.0011064045662545787,0.0015540451579622153,0.0008835877550641728,0.0006428362965943819,0.000701083407559148,0.0009751655140300585,0.0005806330569640948,0.0004680112442509499
Mesoflavibacter sp. SCSIO 43206,0.002246635224192706,0.0,0.0,0.0,0.0,0.0018959063169491919,0.001995440030807521,0.0010187603588119262,0.0008075746286736745,0.0016166369350553418,0.0009289892248862279,0.0018239155864845603,0.001043588138069531,0.0,0.0,0.0,0.0012856725931887638,0.0022367899193553773,0.0011106051687564554,0.0,0.0
Paracoccus kondratievae,0.00046886300330978205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006205118658791807,0.0,0.0,0.0009277671428173815,0.0011142495807635953,0.001769400980982612,0.0009209896521394995,0.0,0.0
Streptomyces sp. 2114.2,0.004610486199212858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007475802156949062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coprococcus comes,0.09662485059875758,0.19905322374931864,0.302348303954874,0.16754781031402466,0.15916996942227551,0.37781199771648616,0.835648821213238,1.0435275550905982,0.2892521648266839,0.5113546982267357,0.6061886939688859,0.1600317046067379,0.28303802609534445,1.8553994796620301,1.2583448987388492,0.9599739164894705,1.1889471584278624,0.997040760321617,0.6893065787645248,0.9039005114288545,0.08807971616802876
Pseudomonas oryzae,0.0002735034185973729,0.0,0.0,0.0,0.0,0.0,0.0,0.00036222590535535154,0.0,0.0,0.0,0.0006530068149142253,0.0,0.0,0.0005180150526540718,0.0,0.0,0.0,0.0,0.0,0.00022464539724045593
Stenotrophomonas indicatrix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003048377754971396,0.0,0.0,0.0,0.0,0.0
Mesorhizobium sp. B2-8-5,0.0003711832109535775,0.0,0.00045732904771179445,0.001014652888547665,0.0,0.0,0.0,0.0006565344534565747,0.0,0.0,0.0,0.0012609786770757454,0.0,0.0,0.0,0.0,0.0011571053338698873,0.0008680080284065644,0.0,0.0011249765478679337,0.0
Macdonaldcampvirus SB28,0.0004102551278960593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010583213896885719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faecalibacter bovis,0.0008986540896770824,0.0008599840175277972,0.0002690170868892909,0.0,0.0007333552277067982,0.0,0.0,0.0003169476671859326,0.0,0.0,0.0,0.0007430767204196357,0.0,0.0,0.0,0.0008394083673109641,0.0011142495807635953,0.0012018572701013967,0.0010022534449753377,0.0010523974157474218,0.0
Bacteroides salyersiae,0.26354007977704,0.6241499388749822,0.767801667690725,1.1498879068725563,0.846164392734044,0.1157907228388599,0.10358147796282677,0.08193097196756358,0.11959126892445807,0.11450141984247737,0.08323743454980602,0.14613842168252836,0.09674344090752682,0.05027994084423586,0.04994528466006341,0.058537688773001445,0.10302523046752626,0.08439708830045363,0.09946688243106597,0.12962632996723417,0.07304719500268826
Nocardioides sp. BP30,0.0002735034185973729,0.0,0.0,0.0,0.0,0.0,0.000596040528682766,0.0008602865252189599,0.00045645522490251174,0.0,0.00030192149808802403,0.00047286700390340453,0.0007333322051299409,0.0009834707255596256,0.0012518697105806734,0.0,0.0005571247903817976,0.00036723416586431564,0.0007855499974131026,0.0006169226230243506,0.0005803339428711778
