,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Corynebacterium vitaeruminis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047542150077889894,0.0,0.0,0.0,0.00031524466926893634,0.0,0.0,0.0011655338684716614,0.0,0.0,0.0,0.00043340689512447037,0.0,0.0
Desulfosudis oleivorans,0.00042979108636730025,0.0,0.0,0.0,0.0,0.0,0.00031097766713883445,0.0006338953343718653,0.0,0.00037307006193584814,0.0,0.0009907689605595143,0.0005358966114411106,0.0005736912565764482,0.0011655338684716614,0.001104484693830216,0.0007714035559132583,0.0006343135592201815,0.0006501103426867056,0.0003628956606025592,0.00039312944517079794
Agrobacterium vaccinii,0.0005274708787235048,0.0,0.0,0.0,0.0,0.0,0.00031097766713883445,0.0007244518107107031,0.0004213432845253954,0.0004352484055918228,0.0,0.00038279709839799417,0.0005923067810664907,0.0004917353627798128,0.0006906867368720956,0.0011928434693366332,0.0008999708152321347,0.0010015477250844972,0.0007313741355225438,0.0009072391515063981,0.0002620862967805319
Streptomyces sp. JB150,0.0,0.0,0.0,0.0,0.0,0.0,0.0006996997510623775,0.00043014326260947997,0.0,0.0,0.0,0.0,0.0009589728836314612,0.00090151483176299,0.0013382055526896851,0.0010603053060770074,0.0007285478028069662,0.0,0.0007313741355225438,0.0,0.00037440899540075993
Vibrio rhizosphaerae,0.00025396746012613193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004316792105450597,0.0,0.0,0.0,0.0,0.0,0.0
Comamonas flocculans,0.00033211129401109564,0.0,0.0004304273390228654,0.0,0.0,0.0,0.0,0.00047542150077889894,0.0,0.0,0.0,0.0,0.0004512813570030405,0.0,0.0,0.0006626908162981296,0.0,0.0,0.0,0.0,0.0005428930433311019
Pseudomonas koreensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007333322051299409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olleya sp. HaHaR_3_96,0.0009377260066195641,0.0,0.0,0.0,0.0,0.001158609415913395,0.0010625070293910175,0.0,0.0009129104498050235,0.0009637643266676077,0.0006270677267982038,0.001170908771570335,0.0006205118658791807,0.0,0.0,0.0,0.0,0.001502321587626746,0.0007855499974131026,0.0009435287175666539,0.0
Acinetobacter nosocomialis,0.00126983730063066,0.0,0.0,0.0,0.0,0.0007724062772755966,0.0004923813063031545,0.0006112562152871557,0.0,0.0006217834365597468,0.0006038429961760481,0.0006755242912905779,0.0004794864418157306,0.0,0.0008201905000356135,0.0029158395917117702,0.0011571053338698873,0.001669246208474162,0.000812637928358382,0.0,0.0004680112442509499
Mycobacterium seoulense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036666610256497044,0.0,0.0,0.0,0.0004714132841692134,0.0,0.0,0.0,0.0
Campylobacter cuniculorum,0.0,0.0003638393920309912,0.0,0.0003642343702478797,0.0,0.0,0.0,0.00033958678627064203,0.0,0.0,0.0,0.00029272719289258375,0.00031025593293959033,0.000450757415881495,0.0,0.0,0.0,0.0003338492416948324,0.0003250551713433528,0.0,0.0
Succinivibrio dextrinosolvens,0.002383386933491392,0.001819196960154956,0.003147499916604703,0.0008065189626917336,0.0019768706138183255,0.0012990469208725944,0.0017362919748584922,0.0014036253832519871,0.0010884701516906048,0.0008704968111836457,0.0012309107229742519,0.0029948243580548957,0.0012128186469456714,0.0019259635042209336,0.002331067736943323,0.0027391220406989356,0.00261420093948382,0.004006190900337989,0.0018690672352242785,0.0017056096048320283,0.0017222813788434956
Streptomyces sp. Tu 2975,0.00042979108636730025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013060136298284506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paraburkholderia caledonica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035214310228863223,0.0,0.0
Salegentibacter mishustinae,0.0005079349202522639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040531457477434676,0.0,0.0,0.0,0.0006626908162981296,0.0,0.0010015477250844972,0.0010293413759206171,0.0008709495854461421,0.0
Vibrio azureus,0.00019535958471240923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004714132841692134,0.0005341587867117319,0.0,0.0,0.0
Sedimenticola selenatireducens,0.00023443150165489103,0.0,0.0,0.0,0.0,0.0,0.0002591480559490287,0.000384865024440061,0.0,0.0,0.0,0.00033776214564528893,0.0004794864418157306,0.0004917353627798128,0.0009065263421446255,0.0005301526530385037,0.0008142593090195503,0.0004340040142032822,0.000541758618905588,0.0003628956606025592,0.00029952719632060794
Pantoea phytobeneficialis,0.0007814383388496369,0.0,0.0,0.0,0.0,0.0,0.0,0.0003169476671859326,0.0,0.0,0.0,0.00031524466926893634,0.0,0.0,0.0,0.0,0.0012428168400824716,0.0010349326492539806,0.00048758275701502924,0.0005080539248435829,0.0003556885456307219
Brevundimonas sp. M20,0.000488398961781023,0.0,0.0004304273390228654,0.0004422845924438539,0.0,0.0,0.0,0.0004075041435247705,0.0,0.0,0.0,0.0,0.0027923033964563134,0.0,0.0006906867368720956,0.0007068702040513382,0.00141423985250764,0.000701083407559148,0.0003792310332339116,0.0009072391515063981,0.0004305703447108739
Agrococcus sp. SGAir0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027166942901651366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vibrio plantisponsor,0.0005470068371947458,0.0,0.0,0.0,0.0,0.0,0.0,0.00033958678627064203,0.0,0.0,0.0,0.0006530068149142253,0.0,0.0005736912565764482,0.0009496942631991315,0.0005743320407917123,0.0,0.0004673889383727654,0.00048758275701502924,0.00047176435878332695,0.0
Idiomarina piscisalsi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001101702497592947,0.0,0.0003991852266628151,0.0005054521437910258
Halomonas sp. KO116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013814844782092494,0.0009435287175666539,0.0
Allosphingosinicella indica,0.0,0.0,0.000322820504267149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005571247903817976,0.0004340040142032822,0.0,0.0,0.00018720449770037996
Oceanimonas sp. GK1,0.0,0.0,0.0002690170868892909,0.0,0.0,0.0,0.0,0.0003169476671859326,0.0,0.0,0.0004180451511988025,0.0,0.0005358966114411106,0.0007785809910680368,0.0,0.0013253816325962593,0.0005999805434880897,0.0004340040142032822,0.00043340689512447037,0.0,0.0005241725935610638
Nocardiopsis exhalans,0.0,0.0008599840175277972,0.0,0.0013008370365995704,0.0016261355049150743,0.0,0.001399399502124755,0.0010187603588119262,0.0006671268671652094,0.0,0.0002554720368437127,0.0,0.0007615372899426308,0.0007376030441697192,0.001769884763234745,0.0011928434693366332,0.0014570956056139323,0.0016024763601351958,0.0014356603400998082,0.0008346600193858862,0.0003556885456307219
Propionibacterium australiense,0.00029303937706861384,0.0,0.0,0.0,0.0,0.0,0.0003368924727337373,0.0005433388580330273,0.0,0.0,0.0,0.00022517476376352597,0.00036666610256497044,0.0,0.0004316792105450597,0.0004417938775320864,0.0008142593090195503,0.0005007738625422486,0.0005146706879603086,0.0006169226230243506,0.0005241725935610638
Metamycoplasma equirhinis,0.0,0.0,0.00029591879557821994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009013929525760475,0.0002979672403980734,0.0,0.00029952719632060794
Pluralibacter gergoviae,0.0011330855913319734,0.0,0.000645641008534298,0.0,0.0003826201188035469,0.0,0.0003628072783286401,0.0006565344534565747,0.0,0.0,0.0,0.00033776214564528893,0.0005923067810664907,0.0,0.0008201905000356135,0.0,0.0,0.0005675437108812151,0.00043340689512447037,0.0005080539248435829,0.0006926566414914058
Leptogranulimonas caecicola,0.0006056147126084685,0.0,0.0007263461346010853,0.0005203348146398282,0.0004145051287038424,0.0004915312673571978,0.0011143366405808233,0.001494181859590825,0.0005617910460338605,0.0006528726083877342,0.0005573935349317367,0.00040531457477434676,0.0013538440710091214,0.00217183118561084,0.0022015639737798048,0.0018113548978815543,0.003128469976759325,0.002069865298507961,0.001273132754428132,0.0017418991708922841,0.0012542701345925457
Thalassovita sp.,0.00046886300330978205,0.0003638393920309912,0.00029591879557821994,0.0004943180739078368,0.0,0.0,0.0005182961118980573,0.000769730048880122,0.000491567165279628,0.00046633757741981014,0.0,0.0010132864369358668,0.00036666610256497044,0.0008605368848646725,0.0011655338684716614,0.0014137404081026764,0.001371384099401348,0.0011350874217624302,0.0007584620664678232,0.0006895017551448625,0.0008611406894217478
Gleimia europaea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038279709839799417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dactylococcopsis salina,0.0,0.0,0.00045732904771179445,0.0,0.0,0.0004213125148775982,0.0,0.0002490303099318042,0.0,0.0,0.0002554720368437127,0.0,0.0,0.0004917353627798128,0.0,0.0,0.0004714132841692134,0.0006676984833896648,0.0006501103426867056,0.00047176435878332695,0.0
Xanthomonas hyacinthi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031824764609064595
Pseudomonas viciae,0.0,0.0,0.0,0.0,0.0,0.0,0.0004923813063031545,0.000384865024440061,0.0,0.0,0.0,0.0,0.0005076915266284206,0.0009834707255596256,0.0,0.0007510495918045469,0.0,0.0009347778767455308,0.0006230224117414262,0.0,0.0004680112442509499
Caldisphaera lagunensis,0.0,0.0,0.0,0.0,0.0,0.0005266406435969977,0.0,0.0,0.0004213432845253954,0.0,0.0,0.0,0.0,0.0,0.0,0.0004417938775320864,0.0005142690372755054,0.0005341587867117319,0.0005146706879603086,0.0,0.0
Lacrimispora sphenoides,0.011858326792043239,0.014090507364109295,0.017432307230426047,0.008663574663753138,0.010426398237396653,0.007162312752919169,0.01039183704355605,0.01159122897137125,0.007724626882965583,0.008611700596352493,0.010869173931168865,0.01898223258526524,0.011648700027640983,0.01376859015783476,0.020461594579835832,0.032383491223101926,0.017827993292217525,0.018996021852435964,0.014952537881794228,0.011794108969583175,0.014059057777298533
Aeromonas bestiarum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006009286350506984,0.0,0.0006532121890846066,0.0
Athalassotoga saccharophila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002490303099318042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040061909003379895,0.0,0.0,0.0
Trichlorobacter ammonificans,0.00031257533553985474,0.000396915700397445,0.0004304273390228654,0.0,0.0,0.0003510937623979985,0.0,0.0004980606198636084,0.0,0.0,0.0,0.0,0.00036666610256497044,0.0,0.0010791980263626494,0.0008835877550641728,0.0005999805434880897,0.0007678532558981145,0.0006230224117414262,0.0005080539248435829,0.0004680112442509499
Aeromonas veronii,0.0010940136743894915,0.001422281259757511,0.001237478599690738,0.0015610044439194845,0.001721790534615961,0.0017203594357501927,0.001554888335694172,0.0027393334092498463,0.0017204850784786978,0.0009637643266676077,0.0014167085679514975,0.0014636359644629188,0.0013256389861964315,0.0027045444952889706,0.0024605715001068404,0.004020324285541986,0.005099834619648763,0.003071413023592458,0.0024108258541298663,0.0020322156993743314,0.0037066490544675227
Xanthomonas dyei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029952719632060794
Desulfocapsa sulfexigens,0.00023443150165489103,0.0003307630836645374,0.000322820504267149,0.0,0.0,0.0,0.00031097766713883445,0.0002263911908470947,0.0,0.0,0.0,0.00040531457477434676,0.0006769220355045607,0.0007376030441697192,0.001813052684289251,0.0004417938775320864,0.0,0.0005675437108812151,0.00048758275701502924,0.0006895017551448625,0.0007862588903415959
Capnocytophaga ochracea,0.0031648252723410295,0.0013892049513910573,0.0,0.000702451999763768,0.0012116303762112319,0.00231721883182679,0.001580803141289075,0.0009961212397272168,0.002001380601495628,0.0019275286533352153,0.0015792816823065874,0.004706152562657693,0.0009871779684441512,0.00090151483176299,0.0011223659474171553,0.0017671755101283456,0.0,0.0023369446918638267,0.0017336275804978815,0.0026491383223986825,0.0011232269862022797
Chryseobacterium shandongense,0.004571414282270376,0.0,0.0,0.0,0.0,0.0006670781485561971,0.0006478701398725717,0.0007923691679648315,0.0,0.0,0.00046449461244311394,0.0015537058699683292,0.0013256389861964315,0.002294765026305793,0.003798777052796526,0.0021647899999072233,0.0012428168400824716,0.001368781890948813,0.0015440120638809257,0.0008709495854461421,0.00039312944517079794
Weissella confusa,0.00023443150165489103,0.0003638393920309912,0.0008070512606678725,0.0003642343702478797,0.0004145051287038424,0.0007372969010357969,0.0006219553342776689,0.000769730048880122,0.0,0.0009015859830116329,0.0012773601842185633,0.0008781815786777512,0.0005641016962538007,0.0007376030441697192,0.0014677093158532032,0.0013695610203494678,0.0015856628649328084,0.0012018572701013967,0.0008397258593036615,0.0008346600193858862,0.00037440899540075993
Lysinibacter sp. HNR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002263911908470947,0.0,0.0,0.0,0.0,0.00031025593293959033,0.0,0.0,0.0,0.0,0.0004340040142032822,0.0,0.0,0.0
Actinomyces israelii,0.0,0.0004299920087638986,0.000618739299845369,0.0003902511109798711,0.0,0.0,0.0,0.0004527823816941894,0.0003862313441482791,0.0,0.0,0.00029272719289258375,0.00036666610256497044,0.0,0.0,0.000485973265285295,0.0,0.0004340040142032822,0.0003792310332339116,0.00047176435878332695,0.0005616134931011399
Mycobacterium marseillense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036222590535535154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000701083407559148,0.0,0.0,0.00029952719632060794
Nostoc sp. C057,0.0,0.0,0.0,0.0,0.0,0.0,0.0004923813063031545,0.0005886170962024462,0.0008075746286736745,0.0008394076393556582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006676984833896648,0.0005146706879603086,0.0,0.0006177748424112538
Kiritimatiella glycovorans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033958678627064203,0.0004213432845253954,0.0,0.0,0.0,0.0006487169506918707,0.0007785809910680368,0.0007770225789811077,0.0007068702040513382,0.0007714035559132583,0.0008680080284065644,0.0005959344807961468,0.0006895017551448625,0.0
Candidatus Blochmannia ocreatus,0.0,0.000893060325894251,0.0002690170868892909,0.0005983850368358024,0.0013391704158124142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megasphaera stantonii,0.0018754520132391282,0.00158766280158978,0.0021252349864253977,0.0013788872587955445,0.0016261355049150743,0.001158609415913395,0.002539650948300481,0.003644898172638225,0.001966268661118512,0.00198970699699119,0.0022760236009712583,0.0014186010117102135,0.0057256322169760765,0.00704820686651065,0.010101293526754398,0.006803625713994131,0.005142690372755055,0.005608667260473184,0.0037110465395032775,0.003374929643603801,0.002957831063666003
Bacillus fonticola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040531457477434676,0.0,0.0,0.0,0.0,0.0,0.000834623104237081,0.0003250551713433528,0.0003628956606025592,0.00031824764609064595
Companilactobacillus futsaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008680080284065644,0.0003792310332339116,0.0,0.0
Azospirillum baldaniorum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008999708152321347,0.0,0.0,0.0,0.0
Aquiflexum balticum,0.0011721575082744554,0.0006284498589626211,0.001614102521335745,0.0004162678517118625,0.0006377001980059114,0.0,0.0,0.00036222590535535154,0.0,0.0,0.00030192149808802403,0.0012384612006993928,0.0004230762721903505,0.0008195589379663546,0.0007338546579266016,0.0010603053060770074,0.0014570956056139323,0.0013020120426098464,0.0007313741355225438,0.0006895017551448625,0.00031824764609064595
Caldichromatium japonicum,0.0,0.0,0.0007263461346010853,0.0002601674073199141,0.0,0.0,0.0,0.00036222590535535154,0.0,0.0,0.0,0.0,0.0,0.0006556471503730838,0.0006043508947630836,0.0007510495918045469,0.0008142593090195503,0.0,0.0,0.0,0.00028080674655056993
Ralstonia pseudosolanacearum,0.0011330855913319734,0.0,0.0,0.0,0.0,0.0,0.0,0.0010187603588119262,0.0,0.0,0.0,0.001778880633731855,0.0013538440710091214,0.0015981399290343917,0.001769884763234745,0.001855534285634763,0.0025284894332712354,0.001669246208474162,0.001760715511443161,0.0,0.0007675384405715578
Gimesia algae,0.000722830463435914,0.0,0.0010760683475571635,0.0,0.0003507351089032513,0.0,0.0,0.0004075041435247705,0.0,0.0,0.0,0.0008106291495486935,0.0,0.0,0.0,0.0005743320407917123,0.0,0.0,0.00048758275701502924,0.0,0.0
Cellulosimicrobium protaetiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007338546579266016,0.0,0.0,0.0,0.00035214310228863223,0.0,0.0
Streptococcus uberis,0.0004102551278960593,0.0003307630836645374,0.000941559804112518,0.0002601674073199141,0.00044639013860413805,0.0005968593960765974,0.0005442109174929602,0.0009508430015577979,0.0006320149267880931,0.00037307006193584814,0.0006038429961760481,0.0004278320511506993,0.0010999983076949113,0.0009424927786613078,0.00047484713159956575,0.0015462785713623024,0.0010285380745510108,0.0010349326492539806,0.0011376930997017347,0.0011612661139281896,0.0004680112442509499
Candidatus Planktophila vernalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004953844802797571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiohalobacter thiocyanaticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011142495807635953,0.0,0.0,0.0,0.0
Arcobacter roscoffensis,0.0006446866295509503,0.0009592129426271586,0.000618739299845369,0.0002601674073199141,0.0008608952673079805,0.0005968593960765974,0.0004405516951133488,0.00036222590535535154,0.000491567165279628,0.0,0.0004412698818209582,0.00047286700390340453,0.00031025593293959033,0.0009834707255596256,0.0010360301053081436,0.0010161259183237986,0.0009428265683384268,0.0023035597676943436,0.0010022534449753377,0.0009798182836269099,0.0004680112442509499
Vibrio sp. 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046049482606974975,0.0,0.0
Arthrobacter gengyunqii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027166942901651366,0.0008426865690507908,0.0,0.0,0.0,0.0004230762721903505,0.0,0.0005180150526540718,0.0009277671428173815,0.0012856725931887638,0.0016024763601351958,0.0007584620664678232,0.0011249765478679337,0.0
Liberibacter crescens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005341587867117319,0.0005146706879603086,0.0005443434909038388,0.0
Simiduia sp. 21SJ11W-1,0.00021489554318365013,0.0,0.0,0.0,0.0,0.0,0.0,0.0002490303099318042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004714132841692134,0.0003338492416948324,0.0,0.00047176435878332695,0.0
Mycobacterium senriense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033846101775228036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gillisia sp. Hel1_33_143,0.0003711832109535775,0.0,0.00037662392164500725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045034952752705194,0.0,0.0,0.0,0.0,0.0004714132841692134,0.0010015477250844972,0.000677198273631985,0.0,0.0002620862967805319
Paenibacillus tianjinensis,0.0007814383388496369,0.0,0.0004304273390228654,0.0,0.0,0.0008075156535153966,0.001373484696529852,0.0014262645023366968,0.0017907089592329307,0.0013057452167754683,0.0017418547966616773,0.0,0.004287172891528885,0.0036470372739502784,0.006734195684502932,0.0027391220406989356,0.001757085877357977,0.0015690914359657122,0.0014898362019903672,0.0013064243781692132,0.0011981087852824318
Lactobacillus acidophilus,0.00035164725248233654,0.0003638393920309912,0.0011029700562460924,0.0,0.0008290102574076848,0.000702187524795997,0.0,0.0004527823816941894,0.0,0.0,0.0005341688043095811,0.0006530068149142253,0.0,0.0008195589379663546,0.0005180150526540718,0.0006185114285449209,0.0007285478028069662,0.000701083407559148,0.00043340689512447037,0.00043547479272307104,0.00022464539724045593
Veillonella parvula,0.012756980881720323,0.003506088686844097,0.0037931409251390014,0.004266745480046591,0.008895917762182464,0.001158609415913395,0.002150928864376938,0.0026487769329110082,0.003089850753186233,0.0009015859830116329,0.0010218881473748507,0.10114850388257587,0.0011564084773202912,0.0019259635042209336,0.0015108772369077093,0.0026065838774393096,0.0019713646428894376,0.004106345672846438,0.0015710999948262052,0.0027217174545191938,0.0018533245272337614
Arachnia rubra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007678532558981145,0.000270879309452794,0.00043547479272307104,0.0
Neisseria elongata,0.0006446866295509503,0.0,0.0,0.0,0.0,0.0,0.0,0.0006565344534565747,0.0,0.0,0.0,0.00027020971651623115,0.0007615372899426308,0.0,0.0022447318948343106,0.0012812022448430505,0.0,0.0010015477250844972,0.0005146706879603086,0.0,0.0006739361917213678
Mycoplasma sp. SG1,0.000488398961781023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luteolibacter sp. SL250,0.000488398961781023,0.0,0.0,0.0,0.0,0.0,0.0004664665007082516,0.0007018126916259936,0.0004213432845253954,0.0,0.00039482042057664685,0.0010132864369358668,0.0003948711873776604,0.001229338406949532,0.0012950376316351792,0.0007510495918045469,0.0012856725931887638,0.0007678532558981145,0.0006230224117414262,0.0007257913212051184,0.0005616134931011399
Flavobacterium ammoniigenes,0.0,0.0010253655593600662,0.0,0.000572368296103811,0.0008608952673079805,0.000702187524795997,0.0009588478070114061,0.0,0.0005617910460338605,0.0006528726083877342,0.0004180451511988025,0.0,0.0004230762721903505,0.0,0.0,0.0,0.0008571150621258424,0.0012018572701013967,0.000948077583084779,0.0005080539248435829,0.0
Turneriella parva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003338492416948324,0.0,0.0,0.0
Bifidobacterium bifidum,0.005391924538062494,0.0,0.0,0.0004422845924438539,0.0,0.0,0.0005442109174929602,0.007584104893377673,0.0005617910460338605,0.0006528726083877342,0.0007896408411532937,0.005426711806700976,0.007135886457610578,0.02384916509482092,0.001899388526398263,0.0021206106121540147,0.03081328648342404,0.033451694017822206,0.002221210337512911,0.0010161078496871657,0.0014414746322929256
Buttiauxella agrestis,0.0004102551278960593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005301526530385037,0.0,0.0,0.0,0.0,0.0
Sinorhizobium numidicum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000384865024440061,0.0004213432845253954,0.0,0.0,0.0,0.0004230762721903505,0.000450757415881495,0.00047484713159956575,0.0006185114285449209,0.0,0.0,0.0002979672403980734,0.0005080539248435829,0.00020592494747041795
Enterococcus lactis,0.002617818435146283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aeromonas enteropelogenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007344683317286313,0.0,0.0,0.0
Prosthecochloris sp. SCSIO W1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031524466926893634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus toyonensis,0.0011135496328607325,0.0,0.0,0.0,0.0,0.0009128437822347961,0.001943610419617715,0.0014036253832519871,0.0015449253765931164,0.0013057452167754683,0.0,0.0013060136298284506,0.0,0.001229338406949532,0.0013382055526896851,0.0017229961223751368,0.0032141814829719094,0.0049409687770835195,0.002356649992239308,0.003120902681182009,0.0006364952921812919
Peribacillus frigoritolerans,0.0051965649533500845,0.0010253655593600662,0.0019907264429807523,0.0009886361478156735,0.0009884353069091628,0.003265171990301386,0.004120454089589556,0.003237394029113454,0.0030196268724320004,0.0036063439320465317,0.002229574139726947,0.00641748076726049,0.003469225431960874,0.004753441840204857,0.005741333500249295,0.010823949999536116,0.006128372694199774,0.00968162800915014,0.005823905153235071,0.006314384494484531,0.003893853552167903
Granulicella sp. 5B5,0.0005860787541372277,0.0,0.0,0.0,0.0,0.0,0.0,0.00033958678627064203,0.0005969029864109768,0.0,0.0,0.0006980417676669305,0.00031025593293959033,0.000614669203474766,0.0008633584210901194,0.0009277671428173815,0.0004285575310629212,0.0,0.00046049482606974975,0.0,0.0005054521437910258
Erysipelothrix phage SE-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0002591480559490287,0.0,0.0,0.0,0.00030192149808802403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003250551713433528,0.0,0.0
Pseudomonas viridiflava,0.000488398961781023,0.0004961446254968062,0.0005380341737785818,0.0,0.0006695852079062071,0.0,0.0006737849454674746,0.0010187603588119262,0.0,0.0,0.0005109440736874253,0.00027020971651623115,0.0016076898343233318,0.001680095822831027,0.003669273289633008,0.0010161259183237986,0.0012856725931887638,0.0009681628009150141,0.0008668137902489407,0.0007257913212051184,0.0008049793401116338
Synechococcus sp. PCC 7502,0.0,0.0,0.0,0.0,0.0,0.0,0.0006737849454674746,0.0004075041435247705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008999708152321347,0.0009347778767455308,0.00048758275701502924,0.0005080539248435829,0.0
Acinetobacter sp. Marseille-Q1620,0.00042979108636730025,0.0,0.0006725427172232271,0.0005463515553718195,0.0005101601584047292,0.0004915312673571978,0.0,0.0002943085481012231,0.0,0.0,0.00034837095933233544,0.0008106291495486935,0.00033846101775228036,0.0,0.0,0.0010161259183237986,0.0011142495807635953,0.0011350874217624302,0.0005959344807961468,0.0006532121890846066,0.00018720449770037996
Chelatococcus daeguensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008142593090195503,0.0005007738625422486,0.0,0.0005443434909038388,0.0
