,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165,SRR14291166,SRR14291167,SRR14291168,SRR14291169,SRR14291170,SRR14291171,SRR14291172,SRR14291173,SRR14291174,SRR14291175,SRR14291176,SRR14291177,SRR14291178,SRR14291179,SRR14291180,SRR14291181,SRR14291182,SRR14291183,SRR14291184,SRR14291185,SRR14291186,SRR14291187,SRR14291188,SRR14291189,SRR14291190,SRR14291191,SRR14291192,SRR14291193,SRR14291194,SRR14291195,SRR14291196,SRR14291197,SRR14291198,SRR14291199,SRR14291200,SRR14291201,SRR14291202,SRR14291203,SRR14291204,SRR14291205,SRR14291206,SRR14291207,SRR14291208,SRR14291209,SRR14291210,SRR14291211,SRR14291212,SRR14291213,SRR14291214,SRR14291215,SRR14291216,SRR14291217,SRR14291218,SRR14291219,SRR14291220,SRR14291221,SRR14291222,SRR14291223,SRR14291224,SRR14291225,SRR14291226,SRR14291227,SRR14291228,SRR14291229,SRR14291230,SRR14291231,SRR14291232,SRR14291233,SRR14291234,SRR14291235,SRR14291236,SRR14291237,SRR14291238,SRR14291239,SRR14291240,SRR14291241,SRR14291242,SRR14291243,SRR14291244,SRR14291245,SRR14291246,SRR14291247,SRR14291248,SRR14291249,SRR14291250,SRR14291251,SRR14291252,SRR14291253,SRR14291254,SRR14291255,SRR14291256,SRR14291257,SRR14291258,SRR14291259,SRR14291260,SRR14291261,SRR14291262,SRR14291263,SRR14291264,SRR14291265,SRR14291266,SRR14291267,SRR14291268,SRR14291269,SRR14291270,SRR14291271,SRR14291272,SRR14291273,SRR14291274,SRR14291275,SRR14291276,SRR14291277,SRR14291278,SRR14291279,SRR14291280,SRR14291281,SRR14291282,SRR14291283,SRR14291284,SRR14291285,SRR14291286,SRR14291287,SRR14291288,SRR14291289,SRR14291290,SRR14291291,SRR14291292,SRR14291293,SRR14291294,SRR14291295,SRR14291296,SRR14291297,SRR14291298,SRR14291299,SRR14291300,SRR14291301,SRR14291302,SRR14291303,SRR14291304,SRR14291305,SRR14291306,SRR14291307,SRR14291308,SRR14291309,SRR14291310,SRR14291311,SRR14291312,SRR14291313,SRR14291314,SRR14291315,SRR14291316,SRR14291317,SRR14291318,SRR14291319,SRR14291320,SRR14291321,SRR14291322,SRR14291323,SRR14291324,SRR14291325,SRR14291326,SRR14291327,SRR14291328,SRR14291329,SRR14291330,SRR14291331,SRR14291332,SRR14291333,SRR14291334,SRR14291335,SRR14291336,SRR14291337,SRR14291338,SRR14291339,SRR14291340,SRR14291341,SRR14291342,SRR14291343,SRR14291344,SRR14291345,SRR14291346,SRR14291347,SRR14291348,SRR14291349,SRR14291350,SRR14291351,SRR14291352,SRR14291353,SRR14291354,SRR14291355,SRR14291356,SRR14291357,SRR14291358,SRR14291359,SRR14291360,SRR14291361,SRR14291362,SRR14291363,SRR14291364,SRR14291365,SRR14291366,SRR14291367,SRR14291368,SRR14291369,SRR14291370,SRR14291371,SRR14291372,SRR14291373,SRR14291374,SRR14291375,SRR14291376,SRR14291377,SRR14291378,SRR14291379,SRR14291380,SRR14291381,SRR14291382,SRR14291383,SRR14291384,SRR14291385,SRR14291386,SRR14291387,SRR14291388,SRR14291389,SRR14291390,SRR14291391,SRR14291392,SRR14291393,SRR14291394,SRR14291395,SRR14291396,SRR14291397,SRR14291398,SRR14291399,SRR14291400,SRR14291401,SRR14291402,SRR14291403,SRR14291404,SRR14291405,SRR14291406,SRR14291407,SRR14291408,SRR14291409,SRR14291410,SRR14291411,SRR14291412,SRR14291413,SRR14291414,SRR14291415,SRR14291416,SRR14291417,SRR14291418,SRR14291419,SRR14291420,SRR14291421,SRR14291422,SRR14291423,SRR14291424,SRR14291425,SRR14291426,SRR14291427,SRR14291428,SRR14291429,SRR14291430,SRR14291431,SRR14291432,SRR14291433
[Clostridium] hylemonae,0.0135774911375124,0.0138920495139105,0.0214406618250764,0.0101725456262086,0.0116061436037075,0.0147108286444761,0.0224163068395909,0.0355660560820785,0.0173804104866725,0.0184358788939964,0.0193462006082556,0.0161225130854684,0.039120452635201,0.0572871697638481,0.0697593604240816,0.0592445589770527,0.0321846705828253,0.0365564919655841,0.0279547447355283,0.0228987161840214,0.0278560292578165,0.0186908219947099,0.0094215649068565,0.0296331302269549,0.0249820717639691,0.0216388889753752,0.0156352555993557,0.0445228132571548,0.015616287273933,0.0102651873280415,0.0059450722881156,0.0160319644433211,0.0220377443755439,0.0206591378335615,0.0227137786317165,0.0176821951325496,0.0225335006929823,0.0146535195157259,0.0059858852034071,0.0211194746492513,0.020487288356427,0.0155081124587448,0.0033004110455681,0.0029850604329447,0.0143249102709833,0.0267828446952112,0.0196546543456337,0.0173860381786295,0.0215356773037979,0.0208916441161181,0.0180567011615957,0.0163199494571865,0.0104757812452922,0.0170445353486329,0.007810248269724,0.0146459596082631,0.0051870807109758,0.0082567881065744,0.0158382995055296,0.0184395558723803,0.0058663389471214,0.0162686027104583,0.0231177217958118,0.020011564471931,0.0200209801382054,0.0028407585102369,0.0124663532137368,0.0045725266393086,0.019522521083516,0.028901469628292,0.021057358075729,0.0143908738268341,0.0153672968749726,0.0102962407529685,0.0103662016863187,0.0080141481442311,0.0062890617099168,0.0093018793406979,0.0050643696732038,0.0090203944036611,0.0133197731212306,0.0298913384392248,0.0287380561330733,0.0250503920677642,0.0307584271482636,0.0183940758457149,0.0119726461686005,0.0118581092527132,0.022587050839435,0.0192155887277773,0.0183295839861914,0.0219544152865707,0.0181940399811304,0.0172988106469795,0.0232635978434464,0.0182392502042886,0.014857618997175,0.0257950690067323,0.0157699259732802,0.0257318772982999,0.0150843874157281,0.0144446554192502,0.0173662313631144,0.0208901750034449,0.0263291946235315,0.0353883453797134,0.0280628592889201,0.0329828501816162,0.0238885867417047,0.0228093933180454,0.0089038158488699,0.0204080871135415,0.013196391709931,0.0146389654000465,0.0079975712638846,0.0217963544174279,0.0455236358934855,0.0359874769443773,0.0263622987924547,0.0555993617404369,0.0398932695860694,0.0104514157841108,0.0386204125117987,0.0677108400306059,0.026128118551689,0.0507117960964123,0.0196216684980223,0.0136722847076873,0.0200405885337392,0.027035966794228,0.0341342891624926,0.0376541466629012,0.0056755372513287,0.0247673867520551,0.0223973623900775,0.026565559278502,0.0224173708399915,0.0311728272203401,0.0152410211811955,0.0186078564294795,0.0188904443299718,0.0203127333138696,0.0193335919854423,0.0136845234930779,0.0302083276120591,0.0347031602131977,0.0186050609514918,0.0253830601163851,0.0258445400713086,0.0395203047828327,0.0237630330124144,0.0265804471376579,0.0339677597283637,0.0238014413528583,0.0129165932923906,0.0263742068727332,0.0325560187517758,0.0253961922850107,0.0295782411702227,0.0418696757656125,0.0250991096755911,0.0252726789039638,0.042363175223476,0.0594309427771717,0.0130107020053351,0.0057123508165091,0.0312260813734801,0.031019832506362,0.0481679450174887,0.0276276831756895,0.0181267897658996,0.0211886711238391,0.0087189928929648,0.017887729601457,0.0181762894305448,0.0024036864065877,0.0080244122601417,0.0147621437680419,0.0322316470018286,0.0297178855629294,0.0257502239808116,0.0232839183098201,0.0328556056717984,0.025830341841526,0.0266031706636056,0.0172823239959079,0.0237836206579817,0.0104551102618626,0.0351948388970535,0.0354984830005576,0.0269823836168501,0.0315394013138959,0.0315262028822709,0.0310191006972089,0.0255833693912245,0.0190223243126839,0.0331677447434377,0.0380223994421928,0.0329698584602851,0.0193359712627666,0.0475153218255038,0.0252237335324116,0.0407168739911508,0.0447511994686958,0.0705123068742214,0.0308935415398435,0.0482650078692947,0.0441989848458446,0.0203295217832943,0.0412349774855677,0.0329458023645775,0.0194004496508157,0.0299549916770624,0.0258897817697797,0.0321652474969589,0.0336717660841311,0.0210628095269529,0.0159600022800003,0.0241086870366743,0.0285618981538876,0.0149839118890655,0.0193934134708622,0.0316335353781242,0.0387530208585886,0.0231238426585707,0.0110853066134101,0.0120706520315704,0.0156026306551073,0.0104331788549754,0.0138672302582964,0.0166971839959045,0.0142682840897229,0.0149022766450386,0.0154861227570015,0.0181063344134832,0.0114138964188899,0.0139528699583134,0.0260787741065849,0.0233091753644681,0.022958417471379,0.0141467116510618,0.0147842265973641,0.0188477126446832,0.0200955261731325,0.0169157290906949,0.0133958331945239,0.0123768404224656,0.0077484421757005,0.0091649470005977,0.0146687541432178,0.0148238721705198,0.0091478082529041,0.0168795719268347,0.0132708372992964,0.0174066553171556,0.0167638210950275,0.0186479790024971,0.0128423598834473,0.0088433933759832,0.0057612362109977,0.0120391738224162,0.00729830358083,0.0139830308273939,0.0073483418735404,0.0099456110696459,0.0177137103516637,0.0048439342351055,0.005554477016329,0.0039325382729452,0.0081257926697251,0.0069039824732564,0.0054873652711124,0.0063756714003019,0.0258610037246906,0.0372934195970634,0.0260637906301667,0.040250175562296,0.0288491226003972,0.0176976514675526,0.021371529797849,0.0315310282564503,0.0274490532290269,0.0230660074227363,0.0372157079257758,0.0209902403099558,0.021767980497442,0.0225460593812103,0.0232303188847615,0.0245492776345407
Bacteroides finegoldii,0.0403612902015837,0.099361230332827,0.0254221147110379,0.0510188285754351,0.1250530088289592,0.1348200047608314,0.060018689757795,0.0930920576763253,0.0881660822869389,0.0375868087400367,0.0186726834202131,0.0199730015458247,0.0086871661223085,0.0072530966010022,0.0038851128949055,0.2089243246849236,0.6224798138688931,0.6370845079262487,0.6801779460359657,0.9953865074667596,0.0302709672781514,0.0222008355148433,0.0251744214311206,0.0237397065683728,0.0187933886677381,0.0255307754817377,0.0201807628973128,0.0215493414333872,0.0288952683933794,0.0122252069149491,0.0189845975067159,0.0129398455150495,0.0068751816348661,0.0449057906202566,0.0257603361233029,0.0156432274518586,0.0138063291917151,0.0122388311982361,0.0174026728761306,0.0174299278731773,0.0154912654063509,0.0267425905864786,0.0390067330448086,0.0129969002921132,0.0151182201752308,0.0088499834645045,0.01992906487751,0.014130887344024,0.0219134962038646,0.0551014182636112,0.0751517562384342,0.0742102422742024,0.0613713910122432,0.0624244070042447,0.0550797359320088,0.0540638428826066,0.0520354763386785,0.0432090983815554,0.0480077916547277,0.0428765707160913,0.0813001663123663,0.0503125646240216,0.0525540353099552,0.0511518381644333,0.0135784425179748,0.0228299982712945,0.031185670896586,0.0294609627773179,0.038722355868131,0.4595638699601633,0.6131020120615308,3.4128782986212483,2.2249317079272104,7.331956483747694,1.581532674142821,1.0687489350701238,2.251958142027872,2.7526685303666816,3.463307567457404,2.0659166090705763,0.8965641747693579,1.4062838357132763,1.015218351337002,1.3471673638054846,0.9700694850230818,0.0346526916987875,0.2078109299264232,0.0388816915633182,0.0310086089918056,0.0197448316376526,0.0225073741760626,0.0224792220264887,0.0189566644114772,0.0181358498718333,0.0228668543143334,0.0235966537296407,0.1371029944363462,0.0158019411281699,1.4470498216513306,0.0293213660642812,0.0332586412859683,0.0290756934890715,0.0204103121480281,0.0985255615268017,0.0738701884764068,0.0929346539128123,0.1160980005828585,0.0821411977703087,0.0486843350052464,0.0657666404771182,0.0324269974583299,0.0675677033266904,0.0595888879544293,0.0513925873724195,0.1343276278730091,0.122809566825078,0.0857597213967969,0.071791718262765,0.0638055638451672,0.9764812526775236,0.7268171691674427,0.0211972376466473,0.9433847649131332,1.7899886134804863,2.5059040407812967,1.3339310741246666,0.4038632599161265,0.2207963719930966,0.5387620497209539,1.356001892747378,2.215517375337329,1.7763550254858964,0.0426265426187408,1.89996582845512,1.3493845250062404,0.1035208974863328,0.0977058993214727,0.0592438805879102,0.3135607941937718,0.0530965558461874,0.1550575175061347,0.1077084275874936,0.0944145514018813,0.0333744853536218,0.1047222023884717,0.0228744108293643,0.3277677488532347,0.1135954769564956,0.4019848606774765,0.3551922428088285,0.0779629721386021,0.4626475909271734,0.3420320603800738,0.558039158514407,0.0264045366830229,1.0336186432145422,0.6533910115931338,0.2242031944670577,0.3274493760719711,0.5394372180034737,0.2669527425403885,0.2390502111172502,0.2789254012542443,0.1289035744184276,0.2224855604212911,0.0382201367130907,0.8594638072837918,0.0359991548609625,0.0257363891474232,0.0392182669972502,0.0310803159356885,0.0210998297354792,0.024195959516117,0.0364516276758214,0.0338376205751023,0.0321669798528661,0.0457617084714912,0.0410165370931402,0.5803659410816485,0.338083755731918,0.6586636239302339,0.7480051546289717,0.5408538164434517,0.6241832552285985,0.5766217851270438,1.4335528864781093,4.913673590561044,0.0162329343539446,1.0751065257349233,1.6055136336602958,1.2825280417881018,2.3809107705280543,1.2497471841038097,0.0227876451898536,0.0258671036173749,0.0277159651935332,0.0067536131830529,0.00631890878982,0.0042196917824596,0.0039800616731347,0.0052241976876208,0.0039032825622327,0.2934185016428342,0.0065171649711693,0.007867075560347,0.0066347015410291,0.0091433710559844,0.0064012322880188,0.0056470893842484,0.006928552497575,0.0047747539658808,0.0049934654889415,0.0,0.58550392082124,0.0216384392252269,0.0280364705128784,0.0261568042223301,0.0313337187619598,0.0335829780826657,0.018185093428914,0.0459660312412257,0.0592074339226958,0.0783424274598858,0.0530263332838003,0.2128496849089113,0.9500085729309596,0.3571660386511388,0.4053137917906307,0.3414212474923479,0.0639754395944092,0.0889951431253794,0.1012814264073776,0.1023736559375431,0.1284221448935099,0.0884874085046036,0.9362289892291692,0.137182364948889,0.0873537627676728,0.0862411506282004,0.0481122482106214,0.068009657254173,0.1132821491750719,0.0927245666339252,0.0943673921701037,0.0946630224113892,0.1082537619672657,0.0408203799964113,0.0916530017354296,0.1047776373311575,0.0738656398538766,0.1195570953060254,0.0879770694939793,0.0883093468899463,0.1161734338803761,0.102687316722259,0.1023636987743989,0.0334084314376984,0.0004469498799343,0.0006091648643788,0.0019725971809394,0.0009070610414149,0.0013185230387759,0.0193905310301752,0.0009776064576772,0.0008137318147892,0.0016540816117852,0.0015525430240722,0.0015908453590457,0.0031428072263291,0.0614293728237858,0.2246137284285692,0.0934821919519768,0.0944321141365476,0.0239633532807286,0.0134088699674834,0.0081573695865407,0.0119785430798934,0.0041869044972486,0.004688460796353,0.0056990746127597,0.0070860455891428,0.0063949407164399,0.0041613930917307,0.0055155016237302,0.0315882537997865,0.0034608824862203,0.0094058902773418,0.0081821073904455,0.0068785415594365
Clostridium sp. C1,0.0529424474570628,0.0091621374175076,0.011756046697062,0.0184979026604458,0.0080031374849741,0.0023172188318267,0.0041722837007793,0.0036222590535535,0.0031249626935633,0.002424955402583,0.0037624063607892,0.0400811079499076,0.0047102491637192,0.0070482068665106,0.0093242709477732,0.0089242363261481,0.0064712187190501,0.0085465405873877,0.006013520669852,0.0054434349090383,0.0657274991426034,0.0507416329504274,0.0390806512336408,0.2680539361706249,0.0541067722127623,0.0883302561484023,0.0305935207500796,0.0734551464511982,0.0569172575642033,0.065810149180745,0.0881456051251279,0.0738411444066593,0.0206627080485707,0.0058761020784082,0.0051791477356969,0.0043453409588496,0.003507705587326,0.0044324415690909,0.0021406476886356,0.0072773129514287,0.0072604074526285,0.0052449148607863,0.0008663578994616,0.0005547457441755,0.0041705434966153,0.0057964803978041,0.0080608093738637,0.0160486506264272,0.0057212576295804,0.0031654006236542,0.0076048741393329,0.006724099347167,0.002781180861582,0.0079444868150407,0.0067319677250233,0.0137654409945399,0.008727469132753,0.0023387102754373,0.0126837834214407,0.0072600819126633,0.0008285789473335,0.0048914993384465,0.0055997100258267,0.0060336375292254,0.0476690003290605,0.005127222677013,0.0486583532580616,0.0125599782370884,0.005413959014896,0.0049567164270157,0.0047224222155127,0.0019463067060882,0.0016339910601236,0.0014462946877079,0.0011552694650415,0.0074266006263256,0.0012009263566675,0.0009800501338628,0.0005371301168549,0.0014777437930912,0.0034016651355758,0.0053728044457365,0.0054995129002859,0.0057868347567393,0.0060894948440117,0.0115508972329291,0.0189363281238069,0.0386598561861416,0.0171022411709679,0.0168136401368052,0.0209642264482723,0.0240536422462428,0.0406369875027645,0.0284593336450307,0.0297196970899222,0.0370503580882496,0.0095440741621944,0.0099439006476334,0.01368376984677,0.0263373332347305,0.0218480320956836,0.038511315174227,0.0276961448463462,0.0075237701529557,0.0049611390462737,0.004654050384925,0.0037897176622444,0.0079613776300453,0.0043630149383583,0.0060683100076013,0.0364317705257256,0.0028416323828981,0.0008546885822494,0.0010934593057961,0.002157239617232,0.0041516865557005,0.0073518680082558,0.0072194836639942,0.0061205337105395,0.0439579543408479,0.021099302186138,0.014367016627172,0.0039251235946655,0.0066270183859741,0.0031517633958611,0.0097650723336636,0.0041816670569555,0.0026462486531007,0.0039573820395738,0.0041576125656374,0.003573999927484,0.0029804614521575,0.0357850339683476,0.0026070933423215,0.00245088982383,0.0083370638161256,0.0074865559220349,0.0049628381644322,0.0055992998963173,0.0031440860863603,0.0033401571506826,0.0037250623788757,0.0021880923361902,0.0298795171233753,0.002425820247635,0.0046985276298153,0.0069827558734818,0.0121051227287711,0.0075116504955458,0.0075326822059477,0.009758011428502,0.0044343219577684,0.0175394273363747,0.0047886655478925,0.0278941280105814,0.0071807147179047,0.0133169765676444,0.0205922090818133,0.0160375528422961,0.0218476941858356,0.0098892805403826,0.0200544334622546,0.019203719495984,0.0299665136101879,0.0093554360195533,0.0055996070503938,0.0141523612046126,0.015229549003485,0.0059486998992438,0.0061361914349439,0.0068026379570904,0.0185678501672217,0.0093223834045887,0.0330093154501115,0.0198910337164453,0.0018381131344494,0.0186591754964742,0.0025079771132802,0.0108354866900179,0.0081809800205247,0.0129472010832972,0.0082396862881722,0.0060587260195624,0.0083737222231768,0.0072131045822604,0.0023955696627991,0.0042631018160533,0.007428630975534,0.0110256992915315,0.0119488357812334,0.0092103328692132,0.0105677474532274,0.011106923784677,0.0332978652161942,0.0246848776750817,0.0201389387377471,0.004727529228137,0.0106767769207303,0.0072016073087312,0.0044849948704727,0.0112942178579993,0.0048217019886404,0.0053543522197597,0.0098067815756642,0.0074300158069944,0.0056999154132552,0.0043468485348122,0.0085349763840251,0.0097412291878285,0.0144625124949381,0.0074008686471152,0.0068809476594026,0.1725255849754862,0.0071567074389599,0.0255859923271264,0.0143507526969789,0.0048650511135625,0.0042994291856327,0.0045679617543172,0.0050000445209443,0.0073075385674365,0.0045607391848849,0.0056841508882566,0.0082511477307388,0.0055396084301347,0.0041211776077687,0.0053236130422256,0.0033848682206328,0.0077148568208007,0.014284531168847,0.0055092231458568,0.008128243805211,0.0068237645075897,0.0033540164346805,0.0090239634415585,0.0040527603226493,0.0109182771646892,0.0045442480962639,0.0034977754148361,0.0030362098385343,0.0023138513880618,0.019362567737193,0.0081570428495022,0.0111882299820588,0.0041313415279197,0.0089773122979008,0.0310158982307443,0.0098737291724641,0.088949526159855,0.0144007672886782,0.019111020537554,0.0215707577321566,0.0318936653163009,0.0067664592333935,0.0131446138550603,0.025667682116196,0.1564122017310426,0.0117696801716049,0.0168675650378018,0.0204148152694051,0.0956372178030025,0.2804182800776926,0.0181342431042765,0.1954887046535207,0.0662513319207551,0.0265254542108105,0.0011592321246406,0.0009706853038245,0.0069302928580592,0.0025781169433845,0.0028115765728193,0.004783856903021,0.002486110860495,0.0221539656481138,0.026747902070553,0.0254669099287125,0.028952876638605,0.0209075101991642,0.015507985711014,0.0113642261623483,0.0122974759430626,0.0129866488395396,0.008055268056136,0.0138166101281323,0.0183664602712113,0.0049810832044666,0.0241183873081689,0.0252329325817238,0.0193903714649633
Hoylesella buccalis,0.0420218466716392,0.0291402276708457,0.0323358538440927,0.0248459873990517,0.0300675643359787,0.0015448125545511,0.0012698254741502,0.0011772341924048,0.001509813436216,0.0015233694195713,0.000905764494264,0.1434813594701187,0.0013538440710091,0.0013112943007461,0.0013382055526896,0.0049039120406061,0.0050998346196487,0.0043400401420328,0.0047403879154238,0.0077659671368947,0.0008798611391917,0.0007239402885274,0.1499913133171558,0.0009960716042673,0.0024754732384923,0.0010897282217814,0.0010638421335644,0.0250347131782655,0.000308216196196,0.0011627234837587,0.0012286482728772,0.0013443995340311,0.0709816049869966,0.0,0.0,0.0006016625943022,0.0022449315758886,0.0018523636408141,0.0348053457522612,0.0009669157068331,0.000575081778426,0.0,0.0007425924852528,0.0003169975681003,0.0006346479233979,0.0020442944260112,0.0,0.0003785059110006,0.0078262486442373,0.0775171441614888,0.0060448999569057,0.0052181812642077,0.0033837700482581,0.0028889042963784,0.003147413481829,0.0027002570820845,0.0011252397309524,0.0009982299956134,0.0006900503933944,0.0025515505272766,0.081366452628153,0.0037996468075433,0.0037079160981825,0.0030503389731084,0.0050846933684331,0.0466300116436455,0.0915584386031114,0.07750143253208,0.0029221037067154,0.110877933613553,0.088835729381982,0.0521374281267269,0.0066137733385958,0.0516017283221518,0.1165260984739202,0.079859458633717,0.0460776481058231,0.0409041976922742,0.0672640372050081,0.0513515968099205,0.0455946079919048,0.1190471644956354,0.0717417660300463,0.0530912960567964,0.0733330655683118,0.2570802632051507,0.065147077238839,0.0359373311026105,0.034118107386527,0.0081421986134649,0.0214158794417719,0.0318382755550268,0.0735387843548687,0.0615821715428187,0.0579606228440595,0.1045897598348234,0.0034859561656242,0.0035935878578081,0.0545582864950031,0.1255888599567445,0.0005839117709314,0.0004659566264274,0.0008483503826808,0.0200633870745487,0.012305187398238,0.0155720427973594,0.0166747577138755,0.0171443423038541,0.010583551088097,0.009102465011402,0.1090231425337616,0.0082091602172614,0.0083417605627543,0.0081897870454528,0.0353576834824371,0.019050884275755,0.0166594053389048,0.0123134340665079,0.014441259277809,0.0102133947585727,0.0255562827728039,0.1686063611143741,0.0447417362130033,0.0162207213312089,0.0315491515925702,0.0213795901850666,0.0178632238894564,0.0229341549935401,0.0095636732623034,0.0879070899927873,0.0224799415728707,0.0236666345012905,0.1332636722577853,0.0452982468228377,0.048489912514545,0.0054826792553504,0.0050333342074698,0.0022229379278186,0.0025128565388351,0.0033365811528722,0.0057153800133903,0.0029291088791159,0.0038536551592604,0.1344332146028633,0.0339157132735391,0.0014425304126626,0.0031867610697769,0.0014241320857377,0.0047226713511599,0.0204608670152254,0.0020223857882905,0.0012487458386819,0.0018518249073095,0.0013479206727401,0.0874573757522691,0.0011935772453353,0.001166002556614,0.001999495711601,0.0008402909423358,0.0,0.0003469922996625,0.0023192201963151,0.0042087193625929,0.0035145911024294,0.00199378144679,0.1379232072143984,0.0020774108190257,0.0591014162359104,0.0670881155303617,0.0578639887971523,0.177357399192645,0.0708954279112101,0.0374403812462608,0.0859963357815754,0.1140114422980926,0.0419938154562691,0.0509824104238726,0.044032458938224,0.0059673694814591,0.0086375928588796,0.0094004177130398,0.0115553558455749,0.0123251797883669,0.0060279889619612,0.0063211615425185,0.0077000453447114,0.0076848019578856,0.0336351902503345,0.0169419281796704,0.0098220203509168,0.0103345988532486,0.0079462907206439,0.0133865107623181,0.0252059259038789,0.0774121547013579,0.1567646894615526,0.08449520493464,0.1202226870614895,0.1027354292636187,0.1215403907945331,0.1334906894846353,0.1295627405110873,0.0809816026837441,0.1399018080477677,0.142044419839599,0.1562916806314594,0.1390991531139923,0.1553060881307436,0.1309418850972605,0.1162382399593166,0.1098790256398319,0.1548929988746783,0.0029989462323411,0.2167203569290052,0.0026682534855431,0.0036401909280141,0.0026137725590512,0.003257143322449,0.0028338281253634,0.0020548128168264,0.0046795909438158,0.008135372600065,0.0079392759689237,0.0060221646944729,0.1496843572491178,0.0018732625489858,0.0019643278070244,0.0020309209323796,0.0023299903150069,0.0008025017510588,0.0,0.0,0.0002922015028438,0.0,0.0,0.0561183240595424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002330881246262,0.0,0.0337350563694556,0.1476365189746241,0.0076820269570517,0.0017091387649763,0.0364462122173796,0.0077289435349349,0.0010446571153007,0.0314122515002058,0.0398125118978893,0.0338175065543824,0.0220754347386901,0.0014274511614289,0.0,0.0005461478094431,0.0004070438627335,0.0015172657420031,0.0022656311370515,0.0548396990261856,0.0020855604430447,0.0006555061841357,0.0005714100113439,0.0005382149150117,0.0004314156905886,0.0009670176081012,0.0013093054633942,0.0007497537527518,0.0,0.0012831539925135,0.0595773976592702,0.130876157911792,0.0836296182815274,0.0891294437698234,0.0586166629614812,0.0927903065300212,0.0882338873082626,0.0981173614115702,0.0807238285821383,0.0878945669446279,0.1275807951347704,0.069555894360442,0.0666624187299078,0.0706424475754984,0.0787885445919131,0.080170587830674
